record_id,collection_month,year,month,month_name,city,state,e_waste_type,collection_channel,sector,e_waste_collected_kg,formal_collected_kg,informal_collected_kg,material_recovered_kg,disposed_kg,hazardous_kg,estimated_jobs_supported,estimated_revenue_inr,recovery_rate_pct,compliance_score_pct,worker_safety_score_pct,primary_material,recycling_method,quarter,formal_share_pct,informal_share_pct,recovery_value_inr_per_kg
EW100471,2024-06-01,2024,6,Jun,Mysuru,Karnataka,Desktop/PC,Authorized Collection Center,Formal,607,508.26,98.74,431.22,175.78,42.97,1,51441.17,71.04,76.89,79.6,Precious Metals,Refurbishment,Q2,83.73,16.27,119.29
EW100383,2024-06-01,2024,6,Jun,Kochi,Kerala,Desktop/PC,Scrap Dealer,Informal,814,17.09,796.91,366.95,447.05,67.14,2,15743.87,45.08,17.56,42.46,Glass,Manual Sorting,Q2,2.1,97.9,42.9
EW100451,2024-06-01,2024,6,Jun,Bhopal,Madhya Pradesh,Small Appliance,Authorized Collection Center,Formal,966,862.0,104.0,899.36,66.64,108.6,1,135166.02,93.1,78.26,98.46,Ferrous Metals,Dismantling,Q2,89.23,10.77,150.29
EW101038,2024-06-01,2024,6,Jun,Bhopal,Madhya Pradesh,Printer,Producer Take-back,Formal,1192,1145.76,46.24,918.26,273.74,71.07,2,64827.44,77.04,90.64,94.97,Mixed/Other,Manual Sorting,Q2,96.12,3.88,70.6
EW101128,2024-06-01,2024,6,Jun,Bhopal,Madhya Pradesh,Desktop/PC,Producer Take-back,Formal,3710,3560.88,149.12,2557.27,1152.73,367.31,7,107890.91,68.93,88.06,87.36,Plastic,Dismantling,Q2,95.98,4.02,42.19
EW100501,2024-06-01,2024,6,Jun,Indore,Madhya Pradesh,Television,Municipal Collection,Formal,3578,2703.89,874.11,2745.94,832.06,296.28,3,386816.88,76.74,84.29,93.83,Aluminium,Dismantling,Q2,75.57,24.43,140.87
EW100538,2024-06-01,2024,6,Jun,Indore,Madhya Pradesh,Monitor,Retailer,Formal,3182,2958.45,223.55,2166.78,1015.22,187.12,4,148010.61,68.1,79.79,75.91,Precious Metals,Material Recovery,Q2,92.97,7.03,68.31
EW101023,2024-06-01,2024,6,Jun,Indore,Madhya Pradesh,Refrigerator,Informal Collector,Informal,742,178.39,563.61,297.29,444.71,60.59,1,21751.61,40.07,33.41,50.51,Precious Metals,Manual Sorting,Q2,24.04,75.96,73.17
EW100061,2024-06-01,2024,6,Jun,Mumbai,Maharashtra,Mobile Phone,Municipal Collection,Formal,3611,2695.88,915.12,3318.06,292.94,365.1,3,429516.8,91.89,93.51,83.99,Ferrous Metals,Landfill/Disposal,Q2,74.66,25.34,129.45
EW100066,2024-06-01,2024,6,Jun,Mumbai,Maharashtra,Monitor,Retailer,Formal,4369,3752.79,616.21,3517.41,851.59,326.5,9,175632.27,80.51,83.02,76.81,Plastic,Dismantling,Q2,85.9,14.1,49.93
EW100431,2024-06-01,2024,6,Jun,Mumbai,Maharashtra,Mobile Phone,Informal Collector,Informal,3819,596.88,3222.12,1973.56,1845.44,206.39,17,193749.27,51.68,10.16,53.4,Copper,Material Recovery,Q2,15.63,84.37,98.17
EW100309,2024-06-01,2024,6,Jun,Nagpur,Maharashtra,Mobile Phone,Informal Collector,Informal,4666,465.07,4200.93,1241.64,3424.36,387.05,13,218777.85,26.61,26.77,32.39,Plastic,Landfill/Disposal,Q2,9.97,90.03,176.2
EW100338,2024-06-01,2024,6,Jun,Nagpur,Maharashtra,Mobile Phone,Retailer,Formal,501,388.9,112.1,398.33,102.67,17.21,1,61669.24,79.51,89.11,83.47,Copper,Landfill/Disposal,Q2,77.62,22.38,154.82
EW100822,2024-06-01,2024,6,Jun,Nagpur,Maharashtra,Refrigerator,Authorized Collection Center,Formal,1828,1336.66,491.34,1515.83,312.17,195.25,2,119516.34,82.92,94.1,83.06,Ferrous Metals,Material Recovery,Q2,73.12,26.88,78.85
EW100223,2024-06-01,2024,6,Jun,Nashik,Maharashtra,Tablet,Municipal Collection,Formal,233,223.39,9.61,164.61,68.39,17.6,1,6690.44,70.65,75.86,79.21,Non-ferrous Metals,Manual Sorting,Q2,95.88,4.12,40.64
EW100655,2024-06-01,2024,6,Jun,Jaipur,Rajasthan,Mobile Phone,Informal Collector,Informal,2816,245.17,2570.83,1257.64,1558.36,331.72,7,152528.94,44.66,8.61,47.27,Aluminium,Material Recovery,Q2,8.71,91.29,121.28
EW100986,2024-06-01,2024,6,Jun,Jaipur,Rajasthan,Printer,Municipal Collection,Formal,2619,2008.14,610.86,1975.06,643.94,185.83,3,136020.04,75.41,92.66,75.19,Non-ferrous Metals,Repair & Reuse,Q2,76.68,23.32,68.87
EW101175,2024-06-01,2024,6,Jun,Jaipur,Rajasthan,Printer,Retailer,Formal,4630,4456.86,173.14,3419.86,1210.14,394.93,3,581750.23,73.86,87.55,76.04,Mixed/Other,Dismantling,Q2,96.26,3.74,170.11
EW100519,2024-06-01,2024,6,Jun,Chennai,Tamil Nadu,Mobile Phone,Authorized Collection Center,Formal,1146,899.97,246.03,874.8,271.2,48.3,1,103209.48,76.33,85.6,83.32,Glass,Manual Sorting,Q2,78.53,21.47,117.98
EW100020,2024-06-01,2024,6,Jun,Kolkata,West Bengal,Small Appliance,Informal Collector,Informal,1975,75.66,1899.34,658.8,1316.2,178.55,5,47336.93,33.36,16.81,34.51,Mixed/Other,Refurbishment,Q2,3.83,96.17,71.85
EW100852,2024-06-01,2024,6,Jun,Kolkata,West Bengal,Television,Informal Collector,Informal,1245,175.46,1069.54,794.8,450.2,113.38,1,83253.14,63.84,21.58,24.8,Precious Metals,Dismantling,Q2,14.09,85.91,104.75
EW100037,2024-07-01,2024,7,Jul,Guwahati,Assam,Mobile Phone,Authorized Collection Center,Formal,3566,3490.82,75.18,3071.04,494.96,230.29,7,515050.06,86.12,98.01,76.39,Aluminium,Repair & Reuse,Q3,97.89,2.11,167.71
EW101098,2024-07-01,2024,7,Jul,Guwahati,Assam,Refrigerator,Authorized Collection Center,Formal,3175,2407.17,767.83,2959.87,215.13,303.73,3,414395.63,93.22,88.8,77.62,Aluminium,Refurbishment,Q3,75.82,24.18,140.0
EW100613,2024-07-01,2024,7,Jul,Ahmedabad,Gujarat,Mobile Phone,Informal Collector,Informal,2972,570.55,2401.45,1791.41,1180.59,198.66,7,66469.59,60.28,27.99,38.1,Glass,Repair & Reuse,Q3,19.2,80.8,37.1
EW101024,2024-07-01,2024,7,Jul,Ahmedabad,Gujarat,Mobile Phone,Municipal Collection,Formal,1237,1013.51,223.49,870.63,366.37,49.61,2,149686.29,70.38,89.66,92.18,Ferrous Metals,Material Recovery,Q3,81.93,18.07,171.93
EW100159,2024-07-01,2024,7,Jul,Surat,Gujarat,Desktop/PC,Authorized Collection Center,Formal,4804,3740.31,1063.69,3580.19,1223.81,511.89,8,397013.0,74.53,77.75,95.64,Non-ferrous Metals,Material Recovery,Q3,77.86,22.14,110.89
EW100889,2024-07-01,2024,7,Jul,Surat,Gujarat,Laptop,Municipal Collection,Formal,3149,2912.34,236.66,2349.18,799.82,310.89,6,192182.37,74.6,88.09,78.53,Mixed/Other,Dismantling,Q3,92.48,7.52,81.81
EW100233,2024-07-01,2024,7,Jul,Bengaluru,Karnataka,Television,Municipal Collection,Formal,2466,2050.96,415.04,1874.89,591.11,181.01,2,327017.65,76.03,92.15,97.86,Mixed/Other,Material Recovery,Q3,83.17,16.83,174.42
EW100510,2024-07-01,2024,7,Jul,Bengaluru,Karnataka,Television,Authorized Collection Center,Formal,3857,3385.72,471.28,2811.79,1045.21,395.14,9,207923.11,72.9,86.88,77.07,Precious Metals,Refurbishment,Q3,87.78,12.22,73.95
EW101030,2024-07-01,2024,7,Jul,Bengaluru,Karnataka,Tablet,Producer Take-back,Formal,4260,4154.77,105.23,3765.07,494.93,471.79,6,259567.6,88.38,84.88,92.19,Glass,Dismantling,Q3,97.53,2.47,68.94
EW100147,2024-07-01,2024,7,Jul,Mysuru,Karnataka,Refrigerator,Municipal Collection,Formal,3380,2574.27,805.73,2704.02,675.98,104.24,4,379473.45,80.0,98.8,77.38,Mixed/Other,Dismantling,Q3,76.16,23.84,140.34
EW100824,2024-07-01,2024,7,Jul,Mysuru,Karnataka,Mobile Phone,Retailer,Formal,880,704.47,175.53,820.63,59.37,35.73,2,39551.81,93.25,80.54,76.12,Ferrous Metals,Repair & Reuse,Q3,80.05,19.95,48.2
EW100840,2024-07-01,2024,7,Jul,Mysuru,Karnataka,Air Conditioner,Authorized Collection Center,Formal,1941,1640.99,300.01,1621.34,319.66,140.76,3,158706.41,83.53,79.85,80.13,Aluminium,Manual Sorting,Q3,84.54,15.46,97.89
EW100678,2024-07-01,2024,7,Jul,Kochi,Kerala,Television,Authorized Collection Center,Formal,2147,2103.45,43.55,2011.04,135.96,234.78,3,270592.4,93.67,85.0,90.56,Precious Metals,Manual Sorting,Q3,97.97,2.03,134.55
EW100152,2024-07-01,2024,7,Jul,Bhopal,Madhya Pradesh,Desktop/PC,Authorized Collection Center,Formal,1286,1004.78,281.22,998.67,287.33,45.82,2,145960.75,77.66,92.61,82.19,Ferrous Metals,Refurbishment,Q3,78.13,21.87,146.16
EW100870,2024-07-01,2024,7,Jul,Bhopal,Madhya Pradesh,Air Conditioner,Authorized Collection Center,Formal,833,743.29,89.71,712.0,121.0,43.9,1,111105.3,85.47,93.28,82.9,Aluminium,Landfill/Disposal,Q3,89.23,10.77,156.05
EW100990,2024-07-01,2024,7,Jul,Bhopal,Madhya Pradesh,Laptop,Scrap Dealer,Informal,4429,250.81,4178.19,2660.99,1768.01,205.01,19,269457.73,60.08,18.13,27.12,Aluminium,Dismantling,Q3,5.66,94.34,101.26
EW100506,2024-07-01,2024,7,Jul,Indore,Madhya Pradesh,Mobile Phone,Informal Collector,Informal,2819,337.54,2481.46,1183.27,1635.73,265.9,10,92702.6,41.97,21.43,29.8,Glass,Manual Sorting,Q3,11.97,88.03,78.34
EW100746,2024-07-01,2024,7,Jul,Indore,Madhya Pradesh,Printer,Producer Take-back,Formal,1485,1318.34,166.66,1329.0,156.0,58.84,2,180847.89,89.49,89.08,94.99,Mixed/Other,Refurbishment,Q3,88.78,11.22,136.08
EW100968,2024-07-01,2024,7,Jul,Indore,Madhya Pradesh,Laptop,Retailer,Formal,3233,2477.85,755.15,2199.55,1033.45,345.23,6,297220.32,68.03,88.12,91.82,Copper,Refurbishment,Q3,76.64,23.36,135.13
EW101150,2024-07-01,2024,7,Jul,Indore,Madhya Pradesh,Tablet,Informal Collector,Informal,3288,235.5,3052.5,1514.85,1773.15,257.61,9,222568.54,46.07,25.67,47.44,Ferrous Metals,Manual Sorting,Q3,7.16,92.84,146.92
EW100580,2024-07-01,2024,7,Jul,Mumbai,Maharashtra,Mobile Phone,Municipal Collection,Formal,1961,1450.23,510.77,1401.9,559.1,172.62,2,192975.56,71.49,88.38,81.14,Copper,Manual Sorting,Q3,73.95,26.05,137.65
EW100489,2024-07-01,2024,7,Jul,Nagpur,Maharashtra,Mobile Phone,Retailer,Formal,4945,3625.78,1319.22,4472.87,472.13,300.09,11,766774.16,90.45,91.1,90.95,Copper,Refurbishment,Q3,73.32,26.68,171.43
EW100671,2024-07-01,2024,7,Jul,Nagpur,Maharashtra,Printer,Informal Collector,Informal,3196,679.09,2516.91,1492.97,1703.03,248.23,8,164936.4,46.71,31.22,38.83,Precious Metals,Dismantling,Q3,21.25,78.75,110.48
EW100656,2024-07-01,2024,7,Jul,Nashik,Maharashtra,Mobile Phone,Authorized Collection Center,Formal,1783,1492.33,290.67,1610.36,172.64,207.03,2,273878.89,90.32,89.0,87.92,Precious Metals,Manual Sorting,Q3,83.7,16.3,170.07
EW100705,2024-07-01,2024,7,Jul,Nashik,Maharashtra,Laptop,Informal Collector,Informal,136,20.67,115.33,77.95,58.05,8.59,1,3197.44,57.32,16.26,30.99,Plastic,Refurbishment,Q3,15.2,84.8,41.02
EW100947,2024-07-01,2024,7,Jul,Pune,Maharashtra,Air Conditioner,Producer Take-back,Formal,2391,2267.8,123.2,2145.43,245.57,121.17,2,325369.59,89.73,89.77,77.42,Non-ferrous Metals,Dismantling,Q3,94.85,5.15,151.66
EW101173,2024-07-01,2024,7,Jul,Pune,Maharashtra,Laptop,Informal Collector,Informal,4492,310.15,4181.85,2361.49,2130.51,161.4,14,309531.06,52.57,35.64,40.42,Glass,Material Recovery,Q3,6.9,93.1,131.07
EW100576,2024-07-01,2024,7,Jul,Jaipur,Rajasthan,Television,Scrap Dealer,Informal,2700,447.93,2252.07,1417.43,1282.57,160.08,4,250178.52,52.5,16.45,39.07,Mixed/Other,Manual Sorting,Q3,16.59,83.41,176.5
EW101000,2024-07-01,2024,7,Jul,Jaipur,Rajasthan,Desktop/PC,Producer Take-back,Formal,146,113.21,32.79,125.4,20.6,16.99,1,13898.02,85.89,80.76,96.4,Glass,Material Recovery,Q3,77.54,22.46,110.83
EW101053,2024-07-01,2024,7,Jul,Jaipur,Rajasthan,Mobile Phone,Authorized Collection Center,Formal,1320,1139.05,180.95,1057.87,262.13,149.83,1,78415.62,80.14,84.87,80.84,Aluminium,Dismantling,Q3,86.29,13.71,74.13
EW100872,2024-07-01,2024,7,Jul,Chennai,Tamil Nadu,Air Conditioner,Informal Collector,Informal,3159,330.8,2828.2,1090.0,2069.0,247.01,14,146525.27,34.5,34.78,57.55,Precious Metals,Repair & Reuse,Q3,10.47,89.53,134.43
EW100681,2024-07-01,2024,7,Jul,Hyderabad,Telangana,Mobile Phone,Authorized Collection Center,Formal,3519,2987.23,531.77,2679.53,839.47,344.26,4,244739.88,76.14,95.78,92.39,Ferrous Metals,Refurbishment,Q3,84.89,15.11,91.34
EW100919,2024-07-01,2024,7,Jul,Hyderabad,Telangana,Tablet,Authorized Collection Center,Formal,963,829.96,133.04,869.66,93.34,87.66,1,101257.75,90.31,92.16,92.47,Ferrous Metals,Manual Sorting,Q3,86.18,13.82,116.43
EW100103,2024-07-01,2024,7,Jul,Lucknow,Uttar Pradesh,Desktop/PC,Authorized Collection Center,Formal,3782,3149.46,632.54,2614.69,1167.31,168.49,3,339186.23,69.14,82.98,88.02,Plastic,Material Recovery,Q3,83.27,16.73,129.72
EW100384,2024-07-01,2024,7,Jul,Lucknow,Uttar Pradesh,Small Appliance,Retailer,Formal,1796,1382.0,414.0,1649.59,146.41,143.36,2,160792.42,91.85,82.49,92.4,Ferrous Metals,Dismantling,Q3,76.95,23.05,97.47
EW100782,2024-07-01,2024,7,Jul,Lucknow,Uttar Pradesh,Mobile Phone,Informal Collector,Informal,4640,1212.11,3427.89,1777.41,2862.59,349.34,7,64002.51,38.31,14.61,24.54,Aluminium,Dismantling,Q3,26.12,73.88,36.01
EW101032,2024-07-01,2024,7,Jul,Lucknow,Uttar Pradesh,Mobile Phone,Informal Collector,Informal,1226,163.59,1062.41,616.76,609.24,50.15,3,66985.62,50.31,17.62,64.6,Plastic,Dismantling,Q3,13.34,86.66,108.61
EW101056,2024-07-01,2024,7,Jul,Lucknow,Uttar Pradesh,Mobile Phone,Producer Take-back,Formal,3808,3438.93,369.07,3310.58,497.42,421.6,3,183892.75,86.94,89.36,89.86,Glass,Dismantling,Q3,90.31,9.69,55.55
EW100220,2024-08-01,2024,8,Aug,Guwahati,Assam,Monitor,Informal Collector,Informal,4312,1022.83,3289.17,2430.97,1881.03,275.66,14,368751.76,56.38,6.84,56.36,Mixed/Other,Dismantling,Q3,23.72,76.28,151.69
EW100799,2024-08-01,2024,8,Aug,Delhi,Delhi,Refrigerator,Informal Collector,Informal,4053,1101.85,2951.15,1149.18,2903.82,248.18,12,43040.95,28.35,19.6,32.32,Precious Metals,Repair & Reuse,Q3,27.19,72.81,37.45
EW101015,2024-08-01,2024,8,Aug,Delhi,Delhi,Refrigerator,Scrap Dealer,Informal,2749,506.26,2242.74,953.46,1795.54,189.49,6,155643.72,34.68,9.5,50.59,Copper,Refurbishment,Q3,18.42,81.58,163.24
EW101041,2024-08-01,2024,8,Aug,Delhi,Delhi,Small Appliance,Municipal Collection,Formal,3265,2569.32,695.68,2544.01,720.99,202.61,4,206446.29,77.92,89.91,78.94,Aluminium,Dismantling,Q3,78.69,21.31,81.15
EW100372,2024-08-01,2024,8,Aug,Bengaluru,Karnataka,Small Appliance,Municipal Collection,Formal,3520,2748.16,771.84,2456.0,1064.0,164.88,6,189719.84,69.77,85.02,84.04,Aluminium,Material Recovery,Q3,78.07,21.93,77.25
EW100880,2024-08-01,2024,8,Aug,Bengaluru,Karnataka,Air Conditioner,Authorized Collection Center,Formal,1673,1616.61,56.39,1286.54,386.46,116.49,3,154657.18,76.9,82.63,88.29,Plastic,Dismantling,Q3,96.63,3.37,120.21
EW100102,2024-08-01,2024,8,Aug,Bhopal,Madhya Pradesh,Television,Scrap Dealer,Informal,489,70.92,418.08,130.22,358.78,21.89,1,18244.01,26.63,28.73,49.26,Ferrous Metals,Manual Sorting,Q3,14.5,85.5,140.1
EW100211,2024-08-01,2024,8,Aug,Bhopal,Madhya Pradesh,Monitor,Informal Collector,Informal,2825,686.06,2138.94,1356.4,1468.6,104.17,8,119799.26,48.01,12.27,39.6,Mixed/Other,Manual Sorting,Q3,24.29,75.71,88.32
EW101063,2024-08-01,2024,8,Aug,Bhopal,Madhya Pradesh,Television,Informal Collector,Informal,3284,641.19,2642.81,958.17,2325.83,232.72,10,86516.81,29.18,12.41,35.99,Glass,Material Recovery,Q3,19.52,80.48,90.29
EW100925,2024-08-01,2024,8,Aug,Indore,Madhya Pradesh,Monitor,Producer Take-back,Formal,2446,2355.91,90.09,1895.41,550.59,190.47,5,314334.74,77.49,93.97,84.78,Aluminium,Repair & Reuse,Q3,96.32,3.68,165.84
EW101163,2024-08-01,2024,8,Aug,Indore,Madhya Pradesh,Laptop,Municipal Collection,Formal,3619,2717.02,901.98,3195.58,423.42,227.06,7,349538.8,88.3,92.73,96.77,Copper,Landfill/Disposal,Q3,75.08,24.92,109.38
EW100798,2024-08-01,2024,8,Aug,Mumbai,Maharashtra,Printer,Producer Take-back,Formal,185,168.08,16.92,172.22,12.78,9.89,1,19652.35,93.09,91.96,93.97,Copper,Refurbishment,Q3,90.85,9.15,114.11
EW100016,2024-08-01,2024,8,Aug,Nagpur,Maharashtra,Desktop/PC,Municipal Collection,Formal,2280,1644.6,635.4,1645.73,634.27,181.0,4,213178.23,72.18,80.38,92.09,Ferrous Metals,Landfill/Disposal,Q3,72.13,27.87,129.53
EW100075,2024-08-01,2024,8,Aug,Nagpur,Maharashtra,Tablet,Scrap Dealer,Informal,4540,273.37,4266.63,2266.97,2273.03,329.97,12,194899.11,49.93,21.51,51.72,Mixed/Other,Dismantling,Q3,6.02,93.98,85.97
EW100324,2024-08-01,2024,8,Aug,Nagpur,Maharashtra,Tablet,Informal Collector,Informal,1614,262.61,1351.39,648.81,965.19,136.61,4,45315.39,40.2,8.8,34.17,Precious Metals,Material Recovery,Q3,16.27,83.73,69.84
EW101059,2024-08-01,2024,8,Aug,Pune,Maharashtra,Small Appliance,Authorized Collection Center,Formal,2150,2056.07,93.93,1921.27,228.73,252.69,1,110752.96,89.36,77.53,91.4,Plastic,Repair & Reuse,Q3,95.63,4.37,57.65
EW100039,2024-08-01,2024,8,Aug,Jaipur,Rajasthan,Printer,Authorized Collection Center,Formal,1661,1228.83,432.17,1535.66,125.34,112.11,2,258421.46,92.45,76.99,96.04,Plastic,Manual Sorting,Q3,73.98,26.02,168.28
EW100283,2024-08-01,2024,8,Aug,Jaipur,Rajasthan,Laptop,Producer Take-back,Formal,4048,3284.21,763.79,2851.34,1196.66,298.55,9,116359.03,70.44,82.0,79.98,Non-ferrous Metals,Material Recovery,Q3,81.13,18.87,40.81
EW100813,2024-08-01,2024,8,Aug,Jaipur,Rajasthan,Laptop,Producer Take-back,Formal,3891,3636.82,254.18,3351.81,539.19,145.53,5,389141.41,86.14,79.5,85.76,Glass,Dismantling,Q3,93.47,6.53,116.1
EW100239,2024-08-01,2024,8,Aug,Chennai,Tamil Nadu,Mobile Phone,Informal Collector,Informal,4771,209.66,4561.34,2248.82,2522.18,418.64,18,200420.72,47.14,27.55,40.28,Mixed/Other,Landfill/Disposal,Q3,4.39,95.61,89.12
EW100373,2024-08-01,2024,8,Aug,Chennai,Tamil Nadu,Television,Scrap Dealer,Informal,2239,457.46,1781.54,1449.78,789.22,130.57,8,228233.03,64.75,41.63,52.31,Precious Metals,Material Recovery,Q3,20.43,79.57,157.43
EW100128,2024-08-01,2024,8,Aug,Hyderabad,Telangana,Monitor,Producer Take-back,Formal,365,312.24,52.76,307.38,57.62,13.88,1,16450.41,84.21,94.83,93.77,Non-ferrous Metals,Manual Sorting,Q3,85.55,14.45,53.52
EW100438,2024-08-01,2024,8,Aug,Hyderabad,Telangana,Tablet,Retailer,Formal,684,589.67,94.33,481.37,202.63,67.1,1,29871.45,70.38,79.52,79.42,Aluminium,Refurbishment,Q3,86.21,13.79,62.06
EW100902,2024-08-01,2024,8,Aug,Hyderabad,Telangana,Laptop,Producer Take-back,Formal,184,144.62,39.38,166.73,17.27,12.67,1,12203.54,90.61,75.09,86.89,Precious Metals,Manual Sorting,Q3,78.6,21.4,73.19
EW100503,2024-08-01,2024,8,Aug,Lucknow,Uttar Pradesh,Refrigerator,Informal Collector,Informal,1989,290.19,1698.81,547.85,1441.15,158.43,8,98362.95,27.54,22.21,34.41,Aluminium,Landfill/Disposal,Q3,14.59,85.41,179.54
EW101057,2024-08-01,2024,8,Aug,Lucknow,Uttar Pradesh,Refrigerator,Informal Collector,Informal,1734,228.11,1505.89,590.79,1143.21,123.17,8,93530.9,34.07,10.81,21.34,Plastic,Material Recovery,Q3,13.16,86.84,158.31
EW100706,2024-08-01,2024,8,Aug,Kolkata,West Bengal,Printer,Authorized Collection Center,Formal,1184,1068.71,115.29,1000.32,183.68,140.44,1,97342.9,84.49,85.2,85.01,Ferrous Metals,Material Recovery,Q3,90.26,9.74,97.31
EW100875,2024-09-01,2024,9,Sep,Guwahati,Assam,Desktop/PC,Retailer,Formal,385,287.4,97.6,311.21,73.79,35.69,1,24281.32,80.83,95.21,75.25,Precious Metals,Dismantling,Q3,74.65,25.35,78.02
EW101154,2024-09-01,2024,9,Sep,Ahmedabad,Gujarat,Small Appliance,Retailer,Formal,3593,3269.43,323.57,3345.15,247.85,369.49,8,185280.73,93.1,76.71,88.38,Non-ferrous Metals,Manual Sorting,Q3,90.99,9.01,55.39
EW100270,2024-09-01,2024,9,Sep,Surat,Gujarat,Television,Informal Collector,Informal,2984,562.92,2421.08,1074.58,1909.42,131.47,11,130990.51,36.01,12.17,51.73,Aluminium,Dismantling,Q3,18.86,81.14,121.9
EW100394,2024-09-01,2024,9,Sep,Surat,Gujarat,Desktop/PC,Municipal Collection,Formal,4310,3425.8,884.2,3742.89,567.11,453.75,9,302499.19,86.84,95.45,75.98,Aluminium,Refurbishment,Q3,79.48,20.52,80.82
EW101133,2024-09-01,2024,9,Sep,Mysuru,Karnataka,Mobile Phone,Informal Collector,Informal,2224,413.46,1810.54,1079.13,1144.87,112.64,8,90166.09,48.52,41.78,49.42,Precious Metals,Landfill/Disposal,Q3,18.59,81.41,83.55
EW100293,2024-09-01,2024,9,Sep,Kochi,Kerala,Monitor,Authorized Collection Center,Formal,2124,1822.77,301.23,1603.33,520.67,157.93,2,194695.98,75.49,85.41,78.95,Ferrous Metals,Dismantling,Q3,85.82,14.18,121.43
EW100017,2024-09-01,2024,9,Sep,Bhopal,Madhya Pradesh,Printer,Informal Collector,Informal,1298,247.89,1050.11,619.57,678.43,49.88,3,45509.8,47.73,14.76,63.79,Copper,Material Recovery,Q3,19.1,80.9,73.45
EW100248,2024-09-01,2024,9,Sep,Bhopal,Madhya Pradesh,Television,Scrap Dealer,Informal,2148,460.02,1687.98,1156.11,991.89,224.22,6,175552.35,53.82,5.32,61.61,Plastic,Dismantling,Q3,21.42,78.58,151.85
EW100897,2024-09-01,2024,9,Sep,Bhopal,Madhya Pradesh,Mobile Phone,Producer Take-back,Formal,240,179.77,60.23,191.82,48.18,22.26,1,15722.52,79.92,87.34,96.11,Aluminium,Dismantling,Q3,74.9,25.1,81.96
EW101165,2024-09-01,2024,9,Sep,Bhopal,Madhya Pradesh,Monitor,Retailer,Formal,2703,2033.6,669.4,2080.53,622.47,114.55,6,87657.93,76.97,85.59,85.85,Copper,Repair & Reuse,Q3,75.23,24.77,42.13
EW100811,2024-09-01,2024,9,Sep,Indore,Madhya Pradesh,Mobile Phone,Authorized Collection Center,Formal,1316,1244.63,71.37,1200.51,115.49,144.46,2,154539.51,91.22,88.09,76.23,Non-ferrous Metals,Material Recovery,Q3,94.58,5.42,128.73
EW101078,2024-09-01,2024,9,Sep,Indore,Madhya Pradesh,Laptop,Informal Collector,Informal,1330,38.61,1291.39,581.87,748.13,87.62,2,78378.67,43.75,44.72,37.8,Non-ferrous Metals,Material Recovery,Q3,2.9,97.1,134.7
EW100878,2024-09-01,2024,9,Sep,Mumbai,Maharashtra,Desktop/PC,Scrap Dealer,Informal,3031,277.05,2753.95,1088.83,1942.17,173.48,11,107313.57,35.92,34.07,60.27,Plastic,Manual Sorting,Q3,9.14,90.86,98.56
EW101127,2024-09-01,2024,9,Sep,Mumbai,Maharashtra,Television,Municipal Collection,Formal,1582,1357.87,224.13,1244.79,337.21,133.18,2,51289.74,78.68,99.0,83.73,Ferrous Metals,Landfill/Disposal,Q3,85.83,14.17,41.2
EW101003,2024-09-01,2024,9,Sep,Nagpur,Maharashtra,Monitor,Retailer,Formal,4248,3673.56,574.44,3077.83,1170.17,496.58,7,354768.88,72.45,96.77,89.99,Non-ferrous Metals,Dismantling,Q3,86.48,13.52,115.27
EW100651,2024-09-01,2024,9,Sep,Nashik,Maharashtra,Small Appliance,Authorized Collection Center,Formal,1980,1717.13,262.87,1551.5,428.5,110.11,2,129742.42,78.36,89.59,88.82,Mixed/Other,Repair & Reuse,Q3,86.72,13.28,83.62
EW100703,2024-09-01,2024,9,Sep,Jaipur,Rajasthan,Small Appliance,Authorized Collection Center,Formal,1161,850.21,310.79,801.93,359.07,61.04,2,127154.37,69.07,88.42,87.77,Ferrous Metals,Repair & Reuse,Q3,73.23,26.77,158.56
EW101110,2024-09-01,2024,9,Sep,Chennai,Tamil Nadu,Refrigerator,Producer Take-back,Formal,3333,3204.47,128.53,3112.13,220.87,381.69,4,338965.82,93.37,79.21,94.35,Precious Metals,Repair & Reuse,Q3,96.14,3.86,108.92
EW100193,2024-09-01,2024,9,Sep,Hyderabad,Telangana,Mobile Phone,Retailer,Formal,2291,2189.75,101.25,1636.73,654.27,191.0,4,141170.83,71.44,86.0,75.91,Aluminium,Material Recovery,Q3,95.58,4.42,86.25
EW100229,2024-09-01,2024,9,Sep,Hyderabad,Telangana,Air Conditioner,Authorized Collection Center,Formal,1902,1742.22,159.78,1303.58,598.42,103.11,3,96442.65,68.54,90.08,86.56,Ferrous Metals,Repair & Reuse,Q3,91.6,8.4,73.98
EW100723,2024-09-01,2024,9,Sep,Lucknow,Uttar Pradesh,Laptop,Authorized Collection Center,Formal,4454,3494.69,959.31,3380.94,1073.06,442.61,6,237066.4,75.91,79.06,93.6,Aluminium,Repair & Reuse,Q3,78.46,21.54,70.12
EW101174,2024-09-01,2024,9,Sep,Lucknow,Uttar Pradesh,Printer,Authorized Collection Center,Formal,2195,1660.32,534.68,1875.38,319.62,112.54,3,70223.81,85.44,78.64,77.21,Copper,Repair & Reuse,Q3,75.64,24.36,37.45
EW100150,2024-09-01,2024,9,Sep,Kolkata,West Bengal,Refrigerator,Producer Take-back,Formal,1160,952.12,207.88,910.14,249.86,126.07,1,127323.1,78.46,77.5,80.41,Glass,Repair & Reuse,Q3,82.08,17.92,139.89
